INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD
-963,09/02/1997 03:24:00 AM,9700614,P972450152,DISTRICT 3,9825,CHEMICAL IRRITANT,XX D BOLTWOOD CT,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
566,11/25/2003 07:15:00 PM,2005-60492,PO33291296,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,42XX FERGUS ST,,,FEMALE,BLACK,ADULT,FEMALE,WHITE,N/A,N/A,N/A
6909,05/26/2013 11:41:00 AM,2013-181078,LCP130526000541,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,35XX GLENWAY AV CINCINNATI OHIO 45205,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
6909,05/26/2013 11:41:00 AM,2013-181078,LCP130526000541,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,35XX GLENWAY AV CINCINNATI OHIO 45205,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
8609,09/27/2016 03:10:02 PM,2016-217649,LCP160927000929,DISTRICT 2,9826,INJURY TO PRISONER,54XX COLUMBIA PKWY,,,MALE,BLACK,JUVENILE,MALE,BLACK,N/A,N/A,N/A
-5800,01/25/2002 07:55:00 PM,20020051,P020251399,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,1XX W TWELFTH ST,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-830,07/15/1997 12:15:00 AM,9700479,P971961564,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,558XX SHADYMIST LN,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-830,07/15/1997 12:15:00 AM,9700479,P971961564,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,558XX SHADYMIST LN,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-830,07/15/1997 12:15:00 AM,9700479,P971961564,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,558XX SHADYMIST LN,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-5620,11/09/2001 03:28:00 AM,20011049,P013130146,DISTRICT 5,9825,CHEMICAL IRRITANT,53XX BAHAMA TERRACE,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-2263,01/16/1999 11:45:00 AM,9900030,P990160462,DISTRICT 3,9825,CHEMICAL IRRITANT,25XX HARRISON,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
8749,01/16/2017 11:40:00 PM,2017-221000,LCP170116001451,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,21XX  W N BEND ROAD,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
724,06/25/2004 02:10:00 PM,2005-61399,P041770931,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,6XX W LIBERTY ST,,,FEMALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-82,07/13/1996 02:00:00 AM,9600235,P961950194,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX E 12TH ST,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-82,07/13/1996 02:00:00 AM,9600235,P961950194,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX E 12TH ST,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
4834,08/06/2009 08:37:00 PM,2009-134076,LCP090806001813,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX LIVINGSTON AV,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
2549,08/30/2006 03:10:00 AM,2006-87575,P06240204,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX HARRISON AV,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
-7219,08/19/2003 01:47:00 AM,20030644,P032310131,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,33XX CLIFTON AVNUE,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-7219,08/19/2003 01:47:00 AM,20030644,P032310131,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,33XX CLIFTON AVNUE,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-4954,04/10/2001 11:10:00 PM,20010373,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX VINE STREET,,,OTHER,UNKNOWN,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-2656,05/25/1999 01:33:00 PM,9900424,P991450593,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,50XX OBSERVATORY,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-7997,07/05/2004 08:52:00 PM,20040499,P041871557,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,28XX EUCLID AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
2282,05/26/2006 08:46:00 PM,2006-83298,P061461734,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,36XX EDWIN AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
4884,08/05/2009 10:26:00 AM,2009-135105,LCP090805000566,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,1XX W MARTIN LUTHER KING DR,,,FEMALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
4884,08/05/2009 10:26:00 AM,2009-135105,LCP090805000566,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,1XX W MARTIN LUTHER KING DR,,,FEMALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-2284,01/21/1999 02:02:00 AM,9900051,P990210125,DISTRICT 4,9826,INJURY TO PRISONER,33XX READING,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2284,01/21/1999 02:02:00 AM,9900051,P990210125,DISTRICT 4,9826,INJURY TO PRISONER,33XX READING,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-1767,07/12/1998 01:29:00 AM,9800527,P981930107,DISTRICT 4,9826,INJURY TO PRISONER,17XX YORK TOWN RD,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-4613,01/16/2001 01:20:00 AM,20010029,P010160058,DISTRICT 1,9825,CHEMICAL IRRITANT,4XX E 3TH ST,,,FEMALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
4088,07/10/2008 10:06:00 PM,2008-117148,LCP080710001872,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,18XX REPUBLIC ST,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
-2117,11/23/1998 04:20:00 PM,9800878,P983270781,DISTRICT 1,9825,CHEMICAL IRRITANT,XX  WEST GREEN,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
9015,07/27/2017 03:56:00 PM,2017-227078,CPD170727001215,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,39XX SPRING GROVE AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
9015,07/27/2017 03:56:00 PM,2017-227078,CPD170727001215,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,39XX SPRING GROVE AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
9015,07/27/2017 03:56:00 PM,2017-227078,CPD170727001215,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,39XX SPRING GROVE AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-4122,08/29/2000 12:45:00 PM,20000818,P002420621,DISTRICT 2,9826,INJURY TO PRISONER,15XX ST LEDGAR ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
1292,06/28/2005 09:23:00 PM,2005-68852,P051791744,DISTRICT 3,9826,INJURY TO PRISONER,20XX WESTWOOD NORTHERN BLVD,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
5987,07/06/2011 08:26:00 PM,2011-158520,LCP110706001543,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX HUGHES ST,,,MALE,BLACK,JUVENILE,FEMALE,WHITE,N/A,N/A,N/A
4253,09/08/2008 09:20:00 PM,2008-120737,LCP080908001704,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,26XX BEEKMAN AV 1ST FL,,,FEMALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
4253,09/08/2008 09:20:00 PM,2008-120737,LCP080908001704,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,26XX BEEKMAN AV 1ST FL,,,FEMALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
6122,09/21/2011 08:48:00 AM,2011-161390,LCP 110921000255,DISTRICT 5,9826,INJURY TO PRISONER,45XX N EDGEWOOD AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-410,02/05/1997 03:43:00 PM,9700049,P970360669,DISTRICT 4,9825,CHEMICAL IRRITANT,25XX VICTORY PARKWAY,,,FEMALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
9693,10/05/2018 06:50:00 PM,2018-240901,LCP181005001389,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,29XX BOUDINOT AV,,,MALE,WHITE,ADULT,MALE,BLACK,N/A,N/A,N/A
7344,04/13/2014 09:40:00 PM,2014-190440,LCP140413001605,DISTRICT 1,9826,INJURY TO PRISONER,XX E MCMICKEN AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-2010,10/16/1998 08:30:00 PM,9800771,P982891450,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX VINE,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
3444,09/14/2007 12:30:00 AM,2007-103578,P072570045,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX YORK ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-4799,03/11/2001 11:45:00 AM,20010217,P010700576,DISTRICT 1,9826,INJURY TO PRISONER,12XX ELM ST 45214,,,MALE,HISPANIC/LATINO,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
-4799,03/11/2001 11:45:00 AM,20010217,P010700576,DISTRICT 1,9826,INJURY TO PRISONER,12XX ELM ST 45214,,,MALE,HISPANIC/LATINO,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
213,10/25/2004 02:29:00 AM,2004-50972,P042990097,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,56XX STEWART ROAD  APT,,,FEMALE,BLACK,ADULT,FEMALE,WHITE,N/A,N/A,N/A
-7206,08/21/2003 02:11:00 AM,20030631,P032330149,DISTRICT 3,9825,CHEMICAL IRRITANT,12XX PURCELL AV,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-3143,10/31/1999 11:30:00 PM,9900913,P993041405,DISTRICT 1,9825,CHEMICAL IRRITANT,13XX WALNUT,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
1746,11/13/2005 08:43:00 PM,2005-75218,P053171350,DISTRICT 3,9826,INJURY TO PRISONER,24XX ELBERON AV,,,MALE,WHITE,ADULT,FEMALE,WHITE,N/A,N/A,N/A
-3170,11/08/1999 09:19:00 PM,9900940,P993121167,DISTRICT 2,9826,INJURY TO PRISONER,37XX PAXTON,,,FEMALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-7323,09/30/2003 12:38:00 AM,20030748,P032730044,DISTRICT 2,9826,INJURY TO PRISONER,54XX ORLANDO PL,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
-2707,06/10/1999 08:00:00 PM,9900475,P991611259,DISTRICT 4,9826,INJURY TO PRISONER,26XX STANTON,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
9535,08/27/2018 12:45:00 AM,2018-239444,CPD180827000035,CENTRAL BUSINESS DISTRICT,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX RUSCONI PL,,,MALE,TWO OR MORE,ADULT,MALE,WHITE,N/A,N/A,N/A
-3612,04/05/2000 04:41:00 PM,20000303,P000960944,DISTRICT 4,9825,CHEMICAL IRRITANT,23XX KEMPER,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-5004,04/11/2001 11:00:00 PM,20010423,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,13XX REPUBLIC STREET,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2327,02/04/1999 08:35:00 PM,9900094,P990350753,DISTRICT 4,9825,CHEMICAL IRRITANT,33XX BURNET,,,FEMALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-4091,08/22/2000 11:00:00 PM,20000787,P002351484,DISTRICT 4,9825,CHEMICAL IRRITANT,17XX TENNESSEE AV,,,FEMALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-181,10/01/1996 12:05:00 AM,9600336,P962741390,DISTRICT 3,9825,CHEMICAL IRRITANT,9XX MT HOPE RD,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-181,10/01/1996 12:05:00 AM,9600336,P962741390,DISTRICT 3,9825,CHEMICAL IRRITANT,9XX MT HOPE RD,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
8359,03/15/2016 07:45:00 AM,2016-211103,LCP160315000246,DISTRICT 5,8223,WEAPON DISCHARGE AT AN ANIMAL,50XX WINTON RD,,,OTHER,UNKNOWN,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
-5084,05/20/2001 11:45:00 PM,20010504,P011401400,DISTRICT 3,9825,CHEMICAL IRRITANT,22XX CITY VIEW CIRCLE,,,FEMALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
4498,02/23/2009 03:52:00 PM,2009-126888,LCP090223001020,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX WAYNE AV,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
-2789,07/09/1999 02:33:00 PM,9900557,P991900758,DISTRICT 1,9825,CHEMICAL IRRITANT,17XX HUGHES,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2376,02/21/1999 02:11:00 AM,9900143,P990520135,DISTRICT 4,9826,INJURY TO PRISONER,16XX BROADWAY,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
2905,01/23/2007 12:41:00 AM,2007-93872,P070230059,DISTRICT 1,9826,INJURY TO PRISONER,9XX RACE ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
2905,01/23/2007 12:41:00 AM,2007-93872,P070230059,DISTRICT 1,9826,INJURY TO PRISONER,9XX RACE ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
2905,01/23/2007 12:41:00 AM,2007-93872,P070230059,DISTRICT 1,9826,INJURY TO PRISONER,9XX RACE ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
4862,08/20/2009 01:13:00 AM,2009-134552,LCP090819002049,DISTRICT 3,8223,WEAPON DISCHARGE AT AN ANIMAL,7XX STEINER ST,,,FEMALE,WHITE,ADULT,MALE,BLACK,N/A,N/A,N/A
-5125,05/30/2001 09:40:00 PM,20010545,P011501474,DISTRICT 1,9826,INJURY TO PRISONER,5XX PETE ROSE WAY,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-5125,05/30/2001 09:40:00 PM,20010545,P011501474,DISTRICT 1,9826,INJURY TO PRISONER,5XX PETE ROSE WAY,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-4495,12/01/2000 11:12:00 PM,20001193,P003361713,DISTRICT 3,9825,CHEMICAL IRRITANT,7XX NEAV ST,,,FEMALE,WHITE,UNKNOWN,MALE,TWO OR MORE,N/A,N/A,N/A
-3025,09/17/1999 03:29:00 AM,9900794,P992600206,DISTRICT 4,9825,CHEMICAL IRRITANT,34XX BURNET,,,FEMALE,WHITE,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
7204,11/30/2013 10:50:00 PM,2013-186764,LCP131130001433,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,30XX MICKEY AV,39.1184008329593,-84.5607398883831,MALE,BLACK,ADULT,MALE,ASIAN,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
7333,04/08/2014 11:56:00 PM,2014-190321,LCP140408001686,DISTRICT 3,9826,INJURY TO PRISONER,9XX PURCELL AV CINCINNATI OHIO 45205,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-6790,03/11/2003 02:56:00 PM,20030213,P030700882,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,15XX ELM STREET,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
8990,07/02/2017 05:24:00 PM,2017-226263,CPD170702001078,DISTRICT 4,9826,INJURY TO PRISONER,4XX E MARTIN LUTHER KING DR,,,MALE,WHITE,ADULT,FEMALE,WHITE,N/A,N/A,N/A
-5441,09/05/2001 06:20:00 PM,20010862,P012481239,DISTRICT 4,9826,INJURY TO PRISONER,76XX READING ROAD,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-6356,09/20/2002 12:04:00 AM,20020611,P022630005,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,12XX BROADWAY ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-6356,09/20/2002 12:04:00 AM,20020611,P022630005,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,12XX BROADWAY ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-6356,09/20/2002 12:04:00 AM,20020611,P022630005,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,12XX BROADWAY ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-6006,04/25/2002 07:39:00 PM,20020258,P021151309,DISTRICT 5,9826,INJURY TO PRISONER,57XX DAVY AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-6667,02/06/2003 03:15:00 AM,20030073,P030370160,DISTRICT 1,9826,INJURY TO PRISONER,8XX W EIGHTH ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-6667,02/06/2003 03:15:00 AM,20030073,P030370160,DISTRICT 1,9826,INJURY TO PRISONER,8XX W EIGHTH ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
7870,05/23/2015 08:45:00 PM,2015-201674,LCP150523000411,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX VINE ST,,,MALE,BLACK,ADULT,MALE,HISPANIC/LATINO,N/A,N/A,N/A
-674,05/16/1997 03:22:00 AM,9700320,P971360122,DISTRICT 5,9825,CHEMICAL IRRITANT,28XX CENTRAL PKWY,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
9706,12/23/2018 01:49:00 AM,2018-242968,CPD181223000115,DISTRICT 2,9826,INJURY TO PRISONER,31XX LINNWOOD AV,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
8177,11/05/2015 03:40:00 PM,2015-206890,LCP151106001169,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,50XX DUCK CREEK RD  CINCINNATI OH 45227,,,FEMALE,BLACK,JUVENILE,MALE,BLACK,N/A,N/A,N/A
4969,07/10/2009 11:05:00 PM,2009-136947,LCP090710001993,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,22XX FLORA,,,FEMALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
-4560,12/23/2000 10:06:00 PM,20001258,P003581304,DISTRICT 4,9826,INJURY TO PRISONER,26XX VINE ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2952,08/30/1999 08:30:00 PM,9900721,P992421315,DISTRICT 1,9825,CHEMICAL IRRITANT,5XX CLARK,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
6657,10/03/2012 11:28:00 PM,2012-174564,LCP121003001840,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,65XX GRACELY DR CINCINNATI OHIO 45233,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-2147,12/03/1998 08:45:00 PM,9800908,P983371301,DISTRICT 5,9825,CHEMICAL IRRITANT,16XX CHASE,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
-2845,07/26/1999 04:25:00 PM,9900613,P992070901,DISTRICT 4,9826,INJURY TO PRISONER,X LEROY,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2845,07/26/1999 04:25:00 PM,9900613,P992070901,DISTRICT 4,9826,INJURY TO PRISONER,X LEROY,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-883,07/30/1997 09:13:00 PM,9700533,P972111243,DISTRICT 5,9825,CHEMICAL IRRITANT,CHASE  AND FERGUS,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
-941,08/17/1997 08:30:00 PM,9700592,P972290954,DISTRICT 4,9825,CHEMICAL IRRITANT,58XX RHODE ISLAND AV,,,FEMALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-2997,09/13/1999 11:20:00 AM,9900766,P2560558,DISTRICT 3,9825,CHEMICAL IRRITANT,21XX FERGUSON,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
4104,07/19/2008 06:23:00 AM,2008-117535,LCP090719000395,DISTRICT 2,9825,CHEMICAL IRRITANT,26XX VICTORY PKWY 5,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
2627,09/23/2006 01:15:00 PM,2006-88790,P062660815,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,32XX BEEKMAN AV,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
-4888,04/10/2001 12:52:00 AM,20010307,P01881307,DISTRICT 1,9825,CHEMICAL IRRITANT,1XX WEAVR ALLEY,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
9196,12/09/2017 04:22:00 PM,2017-231383,CPD171209000902,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,4XX W 9TH ST 12,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
9196,12/09/2017 04:22:00 PM,2017-231383,CPD171209000902,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,4XX W 9TH ST 12,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
9196,12/09/2017 04:22:00 PM,2017-231383,CPD171209000902,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,4XX W 9TH ST 12,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
9196,12/09/2017 04:22:00 PM,2017-231383,CPD171209000902,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,4XX W 9TH ST 12,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
9196,12/09/2017 04:22:00 PM,2017-231383,CPD171209000902,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,4XX W 9TH ST 12,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
-5000,04/11/2001 10:30:00 PM,20010419,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX RACE STREET,,,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-1031,09/04/1997 12:07:00 AM,9701270,P972461324,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,20XX SUTTER AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-234,10/25/1996 03:45:00 PM,9600389,P962990676,DISTRICT 1,9825,CHEMICAL IRRITANT,3XX E 9TH ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
-1450,03/16/1998 10:55:00 AM,9800204,P980750445,DISTRICT 5,9825,CHEMICAL IRRITANT,56XX BELMONT,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
5017,11/20/2009 11:00:00 PM,2009-138127,NONE,DISTRICT 1,9826,INJURY TO PRISONER,1XX BROADWAY AV,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A
-8182,08/27/2004 02:03:00 PM,20040686,P042400881,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX RACE ST,,,FEMALE,WHITE,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A
-3721,05/12/2000 01:12:00 PM,20000414,P001330833,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX DAYTON,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A
668,05/11/2004 09:35:00 PM,2005-61031,PO41321741,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,LINLOLN AV C WOODBURN AV,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A
4815,07/25/2009 03:58:00 AM,2009-133463,LCP090725000276,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX GOOSE ALY,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
7006,07/29/2013 03:55:00 PM,2013-183164,LCP130729000995,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX RACE ST CINCINNATI OHIO 45202,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
7000,07/26/2013 04:03:00 AM,2013-183052,LCP130726000178,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,45XX PADDOCK RD 3,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
-2371,02/19/1999 04:25:00 PM,9900138,P990500749,DISTRICT 4,9825,CHEMICAL IRRITANT,32XX VICTORY PKWY,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A
4850,08/15/2009 08:12:00 AM,2009-134373,LCP090815000419,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX CALIFORNIA AV,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A
4108,07/22/2008 04:15:00 PM,2008-117674,LCP080722001555,VORTEX UNIT,2382,USE OF FORCE INVESTIGATION,7XX CHALAFONTE AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A
430,01/03/2005 08:04:00 PM,2005-60044,P050031329,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX WEST 12TH  ST,,,MALE,BLACK,ADULT,FEMALE,OTHER,N/A,N/A,N/A
